country,country_code,year,Prevalence of undernourishment (% of population),Crop production index (2004-2006 = 100),Agricultural land (% of land area),Food production index (2004-2006 = 100),Food exports (% of merchandise exports),Food imports (% of merchandise imports),Land area (sq. km),Population (Total),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",GDP (constant 2005 US$),GDP per capita (constant 2005 US$),Adjusted net national income (constant 2005 US$)
American Samoa,ASM,2006,,99.87,25.0,102.13,,,200.0,58652.0,,,,,,
American Samoa,ASM,2007,,89.48,24.0,93.84,,,200.0,57919.0,,,,,,
American Samoa,ASM,2008,,99.81,24.0,102.95,,,200.0,57053.0,,,,,,
American Samoa,ASM,2009,,99.49,24.5,103.36,,,200.0,56245.0,,,,,,
American Samoa,ASM,2010,,106.37,24.5,109.29,,,200.0,55636.0,,,,,,
American Samoa,ASM,2011,,95.1,24.5,99.51,,,200.0,55274.0,,,,,,
American Samoa,ASM,2012,,97.89,,102.05,,,200.0,55128.0,,,,,,
American Samoa,ASM,2013,,,,,,,,,,,,,,
Andorra,ADO,1990,,,40.42553191489361,,,,470.0,54511.0,,,,1333477589.5289598,24462.541313293827,
Andorra,ADO,1991,,,40.42553191489361,,,,470.0,56674.0,,,,1367427937.5047593,24127.95880835585,
Andorra,ADO,1992,,,40.42553191489361,,,,470.0,58904.0,,,,1380134288.24862,23430.230345114425,
Andorra,ADO,1993,,,40.42553191489361,,,,470.0,61003.0,,,,1365898317.424858,22390.674514775634,
Andorra,ADO,1994,,,40.42553191489361,,,,470.0,62707.0,,,,1398450341.6211188,22301.343416542313,
Andorra,ADO,1995,,,40.42553191489361,,6.508495048651616,29.728969956682295,470.0,63854.0,,,,1437012525.5664747,22504.659466383855,
Andorra,ADO,1996,,,40.42553191489361,,6.540601169461047,29.131373984367304,470.0,64274.0,,,,1503829899.9202585,23397.17303918005,
Andorra,ADO,1997,,,40.42553191489361,,9.485408266587037,30.445268170127033,470.0,64090.0,,,,1640192292.2184258,25592.01579370301,
Andorra,ADO,1998,,,39.787234042553195,,10.731274944897324,23.04603248233404,470.0,63799.0,,,,1692592958.169134,26530.0860228081,
Andorra,ADO,1999,,,40.0,,11.0402732219748,21.08069276402378,470.0,64084.0,,,,1761973717.0289736,27494.752465966132,
Andorra,ADO,2000,,,40.0,,8.39279704218041,19.98601202877183,470.0,65399.0,,,,1782514578.6998332,27255.991356134393,
Andorra,ADO,2001,,,39.787234042553195,,4.930022044069362,20.108393240650486,470.0,68000.0,,,,1992321406.3447478,29298.844210952175,
Andorra,ADO,2002,,,41.91489361702128,,3.9558919059077957,19.363707390653246,470.0,71639.0,,,,2109356388.6998327,29444.246691045835,
Andorra,ADO,2003,,,42.340425531914896,,6.322598549613762,18.88024796959279,470.0,75643.0,,,,2251830449.7235513,29769.184851520316,
Andorra,ADO,2004,,,42.340425531914896,,11.639869520543344,18.182261360119583,470.0,79060.0,,,,2397857378.5234385,30329.589913020976,
Andorra,ADO,2005,,,41.91489361702128,,28.858902324043623,,470.0,81223.0,,,,2539759285.9274735,31268.966744979545,2252363289.22639
Andorra,ADO,2006,,,41.48936170212766,,33.11121938200641,,470.0,81877.0,,,,2712207294.343019,33125.386791687764,
Andorra,ADO,2007,,,41.27659574468085,,,,470.0,81292.0,,,,2750939553.738323,33840.22479134876,
Andorra,ADO,2008,,,41.91489361702128,,,,470.0,79969.0,,,,2849168375.345598,35628.410700966604,
Andorra,ADO,2009,,,42.340425531914896,,,,470.0,78659.0,,,,,,
Andorra,ADO,2010,,,42.765957446808514,,,,470.0,77907.0,,,,,,
Andorra,ADO,2011,,,43.19148936170213,,,,470.0,77865.0,,,,,,
Andorra,ADO,2012,,,,,,,470.0,78360.0,,,,,,
Andorra,ADO,2013,,,,,,,,,,,,,,
Angola,AGO,1990,,29.15,46.04475816154648,37.6,0.23486520439426742,,1246700.0,10333844.0,,,,15988854338.332243,1547.2320211464623,
Angola,AGO,1991,63.2,31.15,46.081655570706666,39.2,0.3059220328158405,,1246700.0,10652727.0,8.0,7.19999980926514,7.59999990463257,15796988086.272308,1482.9055589495824,
Angola,AGO,1992,65.2,33.18,46.121761450228604,41.44,,,1246700.0,11002758.0,8.30000019073486,7.09999990463257,7.69999980926514,14706995908.319542,1336.6644897869735,
Angola,AGO,1993,64.3,32.28,46.121761450228604,41.47,,,1246700.0,11372156.0,9.19999980926514,7.0,8.10000038146973,11074367918.964598,973.8142810355923,
Angola,AGO,1994,62.8,39.87,46.121761450228604,47.02,,,1246700.0,11743432.0,8.0,7.19999980926514,7.59999990463257,11461970796.12834,976.0324576434164,
Angola,AGO,1995,58.6,39.14,46.121761450228604,45.63,,,1246700.0,12104952.0,7.40000009536743,7.30000019073486,7.40000009536743,12654015758.925642,1045.3586068681348,
Angola,AGO,1996,56.3,39.63,46.121761450228604,48.63,,,1246700.0,12451945.0,7.19999980926514,7.30000019073486,7.30000019073486,14071265523.925358,1130.045589177061,
Angola,AGO,1997,54.6,38.06,46.121761450228604,48.86,,,1246700.0,12791388.0,7.90000009536743,7.30000019073486,7.5,15182895500.315441,1186.9623140440617,
Angola,AGO,1998,52.7,46.43,46.121761450228604,56.34,,,1246700.0,13137542.0,8.10000038146973,7.19999980926514,7.59999990463257,16216055421.140125,1234.3294827251648,
Angola,AGO,1999,50.8,42.94,46.04154969118473,53.5,,,1246700.0,13510616.0,8.0,7.30000019073486,7.59999990463257,16741423131.377811,1239.1310012347187,
Angola,AGO,2000,49.0,52.36,45.96133793214085,62.0,,,1246700.0,13924930.0,8.0,7.30000019073486,7.59999990463257,17245687548.864986,1238.4757085935073,-66078278325.417595
Angola,AGO,2001,47.4,62.51,45.96133793214085,70.93,,,1246700.0,14385283.0,8.0,7.30000019073486,7.59999990463257,17973622009.894,1249.4451454235555,-73784143063.87921
Angola,AGO,2002,46.0,73.54,46.033528515280345,80.72,,,1246700.0,14886574.0,7.5,7.30000019073486,7.40000009536743,20457898752.96516,1374.251641308817,-103973234803.08162
Angola,AGO,2003,43.5,81.82,46.19395203336809,87.16,,,1246700.0,15421075.0,8.0,7.30000019073486,7.59999990463257,21531441232.897392,1396.2347782432414,-100712739865.30928
Angola,AGO,2004,40.9,93.14,46.19395203336809,93.42,,,1246700.0,15976715.0,7.69999980926514,7.30000019073486,7.5,23873946857.317707,1494.2963467344637,-72015763300.04219
Angola,AGO,2005,37.9,102.54,46.19395203336809,102.49,,,1246700.0,16544376.0,7.30000019073486,7.40000009536743,7.30000019073486,28233699240.324924,1706.5436158078687,6611849962.529679
Angola,AGO,2006,34.8,104.32,46.19395203336809,104.09,,,1246700.0,17122409.0,7.30000019073486,7.40000009536743,7.30000019073486,34087962368.95439,1990.839161063983,86246411963.46985
Angola,AGO,2007,33.5,119.51,46.27416379241197,117.37,,,1246700.0,17712824.0,7.19999980926514,7.40000009536743,7.30000019073486,41789491878.9603,2359.2788975354974,78009787183.81386
Angola,AGO,2008,32.4,125.66,46.27416379241197,124.26,,,1246700.0,18314441.0,7.5,7.30000019073486,7.40000009536743,47563587328.115906,2597.053730884601,49469089114.57946
Angola,AGO,2009,31.4,168.98,46.75543434667522,157.57,,,1246700.0,18926650.0,8.0,7.30000019073486,7.59999990463257,48711254651.21602,2573.6860274383484,-272964277379.06625
Angola,AGO,2010,29.5,181.21,46.8356461057191,165.88,,,1246700.0,19549124.0,8.0,7.30000019073486,7.59999990463257,50371160616.47271,2576.6454096087737,29380137493.349174
Angola,AGO,2011,26.7,201.32,46.8356461057191,182.36,,,1246700.0,20180490.0,8.0,7.30000019073486,7.59999990463257,52344988208.50085,2593.84128970609,163136496569.71777
Angola,AGO,2012,24.4,160.01,,150.18,,,1246700.0,20820525.0,7.90000009536743,7.30000019073486,7.5,55920477372.50661,2685.83416472479,110781331665.29848
Angola,AGO,2013,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,1990,,98.31,20.454545454545457,95.09,,,440.0,61906.0,,,,599338436.0493385,9681.427261482546,
Antigua and Barbuda,ATG,1991,15.9,105.1,20.454545454545457,97.24,,,440.0,62412.0,,,,611543597.8824028,9798.493845452842,
Antigua and Barbuda,ATG,1992,17.6,125.92,20.454545454545457,111.24,,,440.0,63434.0,,,,616730611.1637822,9722.39825903746,
Antigua and Barbuda,ATG,1993,22.2,138.79,20.454545454545457,116.95,,,440.0,64868.0,,,,649973021.486825,10019.93311782119,
Antigua and Barbuda,ATG,1994,28.8,137.72,20.454545454545457,116.86,,,440.0,66550.0,,,,691100876.2074113,10384.686344213544,
Antigua and Barbuda,ATG,1995,32.6,106.67,20.454545454545457,103.22,,,440.0,68349.0,,,,662234817.8656036,9689.01985201837,
Antigua and Barbuda,ATG,1996,34.5,115.3,20.454545454545457,106.07,,,440.0,70245.0,,,,706866540.5472919,10062.873379561419,
Antigua and Barbuda,ATG,1997,34.5,102.04,20.454545454545457,98.71,,,440.0,72232.0,,,,741402946.8393186,10264.189650560951,
Antigua and Barbuda,ATG,1998,35.3,93.45,20.454545454545457,93.86,,,440.0,74206.0,,,,774081551.3709092,10431.522402109118,
Antigua and Barbuda,ATG,1999,36.1,107.75,20.454545454545457,101.1,16.455546616450505,21.824048532917743,440.0,76041.0,,,,805986138.3507009,10599.362690531436,
Antigua and Barbuda,ATG,2000,38.5,110.71,20.454545454545457,103.98,27.145366031874097,21.67188984809847,440.0,77648.0,,,,847090613.7628847,10909.368093999648,
Antigua and Barbuda,ATG,2001,42.0,113.04,20.454545454545457,107.78,,,440.0,78972.0,,,,820661180.5803117,10391.799379277612,
Antigua and Barbuda,ATG,2002,45.2,112.47,20.454545454545457,107.52,,,440.0,80030.0,,,,844419519.9618182,10551.287266797679,
Antigua and Barbuda,ATG,2003,44.4,113.63,20.454545454545457,106.68,,,440.0,80904.0,,,,900017957.8728696,11124.517426491517,
Antigua and Barbuda,ATG,2004,38.8,116.82,20.454545454545457,108.11,,,440.0,81718.0,,,,944232248.7456976,11554.764540807382,
Antigua and Barbuda,ATG,2005,33.1,90.8,20.454545454545457,94.59,18.664949098209327,17.586479547708112,440.0,82565.0,,,,1001970945.0823326,12135.541029277934,
Antigua and Barbuda,ATG,2006,28.1,92.38,20.454545454545457,97.3,,14.851356799703632,440.0,83467.0,,,,1137617185.6066089,13629.544438000754,
Antigua and Barbuda,ATG,2007,26.7,99.74,20.454545454545457,104.56,37.58913122305451,20.044296564322376,440.0,84397.0,,,,1247153012.2899537,14777.219715036716,
Antigua and Barbuda,ATG,2008,25.1,103.92,20.454545454545457,109.06,,,440.0,85349.0,,,,1247525077.6585417,14616.75095968953,
Antigua and Barbuda,ATG,2009,23.2,110.06,20.454545454545457,111.14,48.30508376938217,17.601135457637334,440.0,86300.0,,,,1094108607.0877385,12677.967637169624,
Antigua and Barbuda,ATG,2010,20.8,110.55,20.454545454545457,112.04,50.65432006177698,21.346299623940464,440.0,87233.0,,,,1009445957.4771729,11571.835858874198,
Antigua and Barbuda,ATG,2011,17.2,115.48,20.454545454545457,116.47,58.689528949777014,23.91868941805114,440.0,88152.0,,,,979184862.1457872,11107.914308759724,
Antigua and Barbuda,ATG,2012,13.9,116.72,,117.2,56.84034196958159,37.340637704578256,440.0,89069.0,,,,1007064676.7383169,11306.567680543363,
Antigua and Barbuda,ATG,2013,,,,,,,,,,,,,,
Argentina,ARG,1990,,53.75,46.61287906193248,63.37,56.25600010276045,4.025496183893694,2736690.0,32624874.0,,,,106430804020.73071,3262.259465606847,85359071519.26515
Argentina,ARG,1991,5.0,56.27,46.64759252966174,64.5,60.05167069709708,5.394680594996722,2736690.0,33075194.0,6.40000009536743,5.40000009536743,5.80000019073486,119915278343.90417,3625.535147092536,98256069167.88042
Argentina,ARG,1992,5.0,57.95,46.68230599739101,64.94,61.00757499132504,5.97179835269724,2736690.0,33520803.0,6.5,6.80000019073486,6.69999980926514,134234091595.92055,4004.5010734355183,112473053861.90361
Argentina,ARG,1993,5.0,54.29,46.71701946512027,64.25,55.29901250274947,5.443323906610429,2736690.0,33961947.0,13.3000001907349,8.30000019073486,10.1000003814697,142163191319.59045,4185.955278700319,119992950362.23137
Argentina,ARG,1994,5.0,59.65,46.752829147619934,69.3,51.930182750672806,5.1885163444687885,2736690.0,34399343.0,14.6000003814697,10.6999998092651,12.1000003814697,150460120482.2782,4373.924248561323,127025976175.69847
Argentina,ARG,1995,5.0,64.62,46.78827342519613,72.64,49.785752891276324,5.4652746387551385,2736690.0,34833168.0,22.2999992370605,16.7999992370605,18.7999992370605,146179214673.30276,4196.552397223898,121574707056.71971
Argentina,ARG,1996,5.0,67.7,46.82371770277233,74.23,51.92294053853753,4.923210386642373,2736690.0,35264070.0,20.2000007629395,15.5,17.2000007629395,154258086461.66388,4374.369902897308,128136369259.84258
Argentina,ARG,1997,5.0,70.55,46.85770036065466,76.61,48.60054398993978,5.316684795171493,2736690.0,35690778.0,18.2000007629395,13.0,14.8999996185303,166770031981.9491,4672.636499600796,138599678564.38736
